Time, Memory,Method
78483,648, POST
74266,648, POST
80347,648, POST
76359,648, POST
80376,648, POST
78994,648, POST
80897,648, POST
82841,648, POST
87459,648, POST
132762,648, POST
167655,648, POST
80827,648, POST
79274,648, POST
150595,648, POST
84854,648, POST
84374,648, POST
99391,648, POST
85946,648, POST
177824,648, POST
158890,648, POST
162567,648, POST
145475,648, POST
90645,648, POST
85566,648, POST
84764,648, POST
75147,648, POST
83822,648, POST
136498,648, POST
84083,648, POST
104250,648, POST
66121,648, POST
82189,648, POST
83112,648, POST
83822,648, POST
88010,648, POST
84675,648, POST
81909,648, POST
83732,648, POST
85415,648, POST
85796,648, POST
105242,648, POST
50903,648, POST
130959,648, POST
157336,648, POST
114428,648, POST
122012,648, POST
116682,648, POST
115761,648, POST
143351,648, POST
132351,648, POST
128113,648, POST
121802,648, POST
123826,648, POST
92208,648, POST
78874,648, POST
110641,648, POST
99291,648, POST
120360,648, POST
77260,648, POST
181110,648, POST
140747,648, POST
153329,648, POST
77872,648, POST
125298,648, POST
127733,648, POST
113708,648, POST
124066,648, POST
123695,648, POST
91677,648, POST
122533,648, POST
125249,648, POST
77862,648, POST
83562,648, POST
196007,648, POST
145024,648, POST
129786,648, POST
112655,648, POST
145224,648, POST
136409,648, POST
130027,648, POST
134184,648, POST
140205,648, POST
74516,648, POST
89373,648, POST
80928,648, POST
78733,648, POST
82550,648, POST
79274,648, POST
83362,648, POST
77441,648, POST
150724,648, POST
126791,648, POST
122463,648, POST
123205,648, POST
127382,648, POST
125198,648, POST
130678,648, POST
121401,648, POST
119858,648, POST
81258,648, POST
80055,648, POST
109700,648, POST
76560,648, POST
77942,648, POST
81028,648, POST
76499,648, POST
136148,648, POST
127352,648, POST
116793,648, POST
138181,648, POST
130287,648, POST
125568,648, POST
151526,648, POST
168487,648, POST
169499,648, POST
137310,648, POST
136950,648, POST
172654,648, POST
177333,648, POST
174467,648, POST
181590,648, POST
168177,648, POST
146517,648, POST
193412,648, POST
171442,648, POST
136528,648, POST
137791,648, POST
144043,648, POST
157527,648, POST
171462,648, POST
142480,648, POST
151697,648, POST
152598,648, POST
146026,648, POST
134856,648, POST
136108,648, POST
159160,648, POST
138493,648, POST
147589,648, POST
136278,648, POST
183744,648, POST
136719,648, POST
172374,648, POST
121061,648, POST
171993,648, POST
171312,648, POST
303944,648, POST
175760,648, POST
139734,648, POST
143011,648, POST
198461,648, POST
147889,648, POST
126280,648, POST
215312,648, POST
193703,648, POST
124807,648, POST
180228,648, POST
87079,648, POST
129676,648, POST
80487,648, POST
401912,648, POST
185307,648, POST
94733,648, POST
145425,648, POST
137260,648, POST
111323,648, POST
123365,648, POST
89493,648, POST
107987,648, POST
134394,648, POST
139985,648, POST
85316,648, POST
86437,648, POST
85707,648, POST
102116,648, POST
45082,648, POST
92609,648, POST
63115,648, POST
81999,648, POST
53117,648, POST
75608,648, POST
89763,648, POST
74095,648, POST
91887,648, POST
85485,648, POST
136178,648, POST
88421,648, POST
86438,648, POST
84674,648, POST
85516,648, POST
135277,648, POST
91797,648, POST
85476,648, POST
157898,648, POST
88511,648, POST
85265,648, POST
